gene	gene_overs	chain	synt	gl_score	gl_exo	chain_len	loc_exo	exon_cover	intr_cover	gene_len	ex_num	ex_fract	intr_fract	flank_cov	exon_perc	chain_len_log	synt_log	intr_perc	single_exon	y
ENST00000231130	49	52924	1	69652	1.0	1194	1.0	1194	0	3355	1	2391	0	0.0	0.4993726474278545	3.0770043267933502	0.0	0.0	1.0	0
ENST00000231130	49	415380	2	28153	1.0	7808	1.0	1662	0	3355	1	2391	0	0.01285	0.6951066499372648	3.8925398046586355	0.3010299956639812	0.0	1.0	0
ENST00000231130	49	51404	1	70314	1.0	1313	1.0	1313	0	3355	1	2391	0	0.0	0.5491426181514011	3.118264726089479	0.0	0.0	1.0	0
ENST00000231130	49	32555	1	81725	0.9973333333333332	1515	1.0	1496	0	3355	1	2391	0	0.0	0.6256796319531577	3.180412632838324	0.0	0.0	1.0	0
ENST00000231130	49	27236	1	87682	0.9975442043222004	2037	1.0	2031	0	3355	1	2391	0	0.0	0.849435382685069	3.3089910290001643	0.0	0.0	1.0	0
ENST00000231130	49	35493	1	79583	1.0	1453	1.0	1438	0	3355	1	2391	0	0.0	0.6014219991635299	3.1622656142980214	0.0	0.0	1.0	0
ENST00000231130	49	39488	1	76788	0.9964028776978416	1390	1.0	1385	0	3355	1	2391	0	0.0	0.5792555416143873	3.143014800254095	0.0	0.0	1.0	0
ENST00000231130	49	717377	1	20369	1.0	905	1.0	896	0	3355	1	2391	0	0.0	0.37473860309493934	2.9566485792052033	0.0	0.0	1.0	0
ENST00000231130	49	20206	1	99010	0.9950980392156864	2040	1.0	2030	0	3355	1	2391	0	0.0	0.849017147636972	3.3096301674258988	0.0	0.0	1.0	0
ENST00000231130	49	664062	1	21373	1.0	936	1.0	896	0	3355	1	2391	0	0.0	0.37473860309493934	2.971275848738105	0.0	0.0	1.0	0
ENST00000231130	49	65948	1	64571	1.0	1128	1.0	1128	0	3355	1	2391	0	0.0	0.47176913425345046	3.0523090996473234	0.0	0.0	1.0	0
ENST00000231130	49	746436	1	19870	1.0	946	1.0	919	0	3355	1	2391	0	0.0	0.3843580092011711	2.975891136401793	0.0	0.0	1.0	0
ENST00000231130	49	1006835	1	16350	1.0	931	1.0	895	0	3355	1	2391	0	0.0	0.3743203680468423	2.9689496809813427	0.0	0.0	1.0	0
ENST00000231130	49	19914	1	99558	0.9912663755458516	2074	1.0	2043	0	3355	1	2391	0	0.0	0.8544542032622334	3.316808752053022	0.0	0.0	1.0	0
ENST00000231130	49	764171	1	19577	1.0	1065	1.0	1029	0	3355	1	2391	0	0.0	0.43036386449184444	3.0273496077747564	0.0	0.0	1.0	0
ENST00000231130	49	21062	1	97333	1.0	2006	1.0	2006	0	3355	1	2391	0	0.0	0.8389795064826433	3.302330928684399	0.0	0.0	1.0	0
ENST00000231130	49	65988	1	64555	0.9990108803165184	2033	1.0	2020	0	3355	1	2391	0	0.0	0.8448347971560016	3.3081373786380386	0.0	0.0	1.0	0
ENST00000231130	49	14362	1	113859	0.997392438070404	2301	1.0	2295	0	3355	1	2391	0	0.0	0.9598494353826851	3.3619166186686433	0.0	0.0	1.0	0
ENST00000231130	49	24854	1	91274	0.9975357318876292	2037	1.0	2024	0	3355	1	2391	0	0.0	0.8465077373483898	3.3089910290001643	0.0	0.0	1.0	0
ENST00000231130	49	73487	1	62067	1.0	955	1.0	955	0	3355	1	2391	0	0.0	0.39941447093266413	2.9800033715837464	0.0	0.0	1.0	0
ENST00000231130	49	289803	1	33897	1.0	1627	1.0	1565	0	3355	1	2391	0	0.0	0.6545378502718527	3.2113875529368587	0.0	0.0	1.0	0
ENST00000231130	49	35920	1	79275	1.0	1418	1.0	1418	0	3355	1	2391	0	0.0	0.5930572982015893	3.151676230847048	0.0	0.0	1.0	0
ENST00000231130	49	19871	1	99627	0.9955903968642822	2041	1.0	2032	0	3355	1	2391	0	0.0	0.849853617733166	3.3098430047160705	0.0	0.0	1.0	0
ENST00000231130	49	310130	1	32810	0.9857923497267759	915	1.0	902	0	3355	1	2391	0	0.0	0.37724801338352154	2.9614210940664485	0.0	0.0	1.0	0
ENST00000231130	49	330003	1	31820	1.0	919	1.0	919	0	3355	1	2391	0	0.0	0.3843580092011711	2.9633155113861114	0.0	0.0	1.0	0
ENST00000231130	49	965363	1	16813	1.0	1647	1.0	1452	0	3355	1	2391	0	0.0	0.6072772898368883	3.2166935991697545	0.0	0.0	1.0	0
ENST00000231130	49	33293	1	81158	1.0	1674	1.0	1674	0	3355	1	2391	0	0.0	0.7001254705144291	3.2237554536572413	0.0	0.0	1.0	0
ENST00000231130	49	79918	1	60117	1.0	992	1.0	992	0	3355	1	2391	0	0.0	0.4148891677122543	2.9965116721541785	0.0	0.0	1.0	0
ENST00000300105	16	536543	1	24279	0.9531478770131772	2164	0.9730941704035876	651	18	139638	4	972	137254	0.0	0.6697530864197531	3.3352572564345317	0.0	0.00013114371894443877	0.0	0
ENST00000300105	16	644817	1	21760	0.9235048678720446	2145	0.9235048678720446	664	55	139638	4	972	137254	0.0	0.6831275720164609	3.331427296520743	0.0	0.0004007169189968963	0.0	0
ENST00000300105	16	563738	1	23586	0.8407079646017699	2242	0.912	570	55	139638	4	972	137254	0.0	0.5864197530864198	3.3506356082589543	0.0	0.0004007169189968963	0.0	0
ENST00000356454	4	152018	2	45876	0.9404567699836868	69702	1.0	1085	0	4627	1	1578	0	0.0	0.6875792141951838	4.843245239740796	0.3010299956639812	0.0	1.0	0
ENST00000356454	4	1056501	1	15843	0.9282115869017632	1252	1.0	737	0	4627	1	1578	0	0.0	0.4670468948035488	3.097604328874411	0.0	0.0	1.0	0
ENST00000383408	6	15926	1	109268	0.8969230769230769	125914	0.8969230769230769	4081	469	478515	53	8112	468797	0.0	0.5030818540433925	5.100074020693397	0.0	0.001000433023248869	0.0	0
ENST00000368905	2	427100	1	27707	0.804920913884007	3036	0.976545842217484	458	11	4256	7	693	2240	0.0	0.6608946608946609	3.4823017672234426	0.0	0.004910714285714286	0.0	0
ENST00000424789	23	24541	1	91688	0.8439241917502787	107586	0.8439241917502787	3028	560	418144	25	5973	406423	0.0	0.506947932362297	5.031755760936988	0.0	0.0013778747757877876	0.0	0
ENST00000614032	7	99627	1	55207	0.5819672131147541	5561	0.5819672131147541	1136	816	16216	16	1515	13263	0.0	0.7498349834983499	3.7451528950769	0.0	0.06152454195883284	0.0	0
ENST00000614032	7	673855	1	21179	0.7757575757575758	4296	0.7757575757575758	768	222	16216	16	1515	13263	0.0	0.5069306930693069	3.6330642726914992	0.0	0.016738294503505995	0.0	0
ENST00000614032	7	375438	1	29764	0.7325483599663583	4292	0.7325483599663583	871	318	16216	16	1515	13263	0.0	0.574917491749175	3.6326597132939136	0.0	0.023976475910427505	0.0	0
ENST00000614032	7	343549	1	31181	0.7933390264731001	5480	0.7933390264731001	929	242	16216	16	1515	13263	0.0	0.6132013201320132	3.738780558484369	0.0	0.01824624896328131	0.0	0
ENST00000361297	8	11345	1	125074	0.7236381809095452	37535	0.7236381809095452	2896	1106	232511	29	5397	226774	0.0	0.5365944042986844	4.574436420202405	0.0	0.004877102313316341	0.0	0
ENST00000361297	8	6518	1	161253	0.7457627118644068	37294	0.7457627118644068	3256	1110	232511	29	5397	226774	0.0	0.6032981285899573	4.57163896648716	0.0	0.004894741019693616	0.0	0
ENST00000361297	8	13185	1	117710	0.7897787144362487	37304	0.7897787144362487	2998	798	232511	29	5397	226774	0.0	0.5554937928478785	4.571755402446436	0.0	0.003518921922266221	0.0	0
ENST00000360521	4	96649	1	55878	0.6722013926084628	10608	0.6722013926084628	1255	612	32620	16	1545	28096	0.0	0.8122977346278317	4.025633511060698	0.0	0.02178246013667426	0.0	0
ENST00000360521	4	95548	1	56129	0.8	10423	0.8	1200	300	32620	16	1545	28096	0.0	0.7766990291262136	4.017992737766433	0.0	0.010677676537585421	0.0	0
ENST00000360521	4	147250	1	46552	0.8475652787579393	10619	0.8475652787579393	1201	216	32620	16	1545	28096	0.0	0.7773462783171521	4.026083620800987	0.0	0.0076879271070615035	0.0	0
ENST00000371942	5	69760	1	63260	0.7123867069486405	11442	0.9784232365145228	1179	26	11949	8	1269	9623	0.0	0.9290780141843972	4.05850194342965	0.0	0.0027018601267795907	0.0	0
ENST00000371942	5	148769	1	46334	0.9661375661375662	6872	0.972310969116081	913	26	11949	8	1269	9623	0.0	0.7194641449960599	3.8370831508231857	0.0	0.0027018601267795907	0.0	0
ENST00000378097	18	301226	1	33271	0.7712470214455918	24856	0.7480127186009539	941	317	108932	16	1104	104630	0.0	0.8523550724637681	4.395431240246918	0.0	0.003029723788588359	0.0	0
ENST00000378097	18	2238	2	301064	0.6837390904915022	93474	0.6420373027259685	895	499	108932	16	1104	104630	0.06155	0.8106884057971014	4.970690827698363	0.3010299956639812	0.004769186657746344	0.0	0
ENST00000460006	3	162865	1	44402	0.8847352024922118	15047	0.8847352024922118	1136	148	70880	13	1338	61804	0.0	0.8490284005979073	4.177449920971825	0.0	0.0023946670118438936	0.0	0
ENST00000395076	9	17238	1	105668	0.5799275737196068	43791	0.9901079136690648	1101	11	49867	6	1149	41636	0.0068	0.95822454308094	4.641384862742323	0.0	0.0002641944471130752	0.0	0
ENST00000395076	9	139336	1	47737	0.9963898916967509	8747	0.9963898916967509	1104	4	49867	6	1149	41636	0.0	0.9608355091383812	3.9418591265253737	0.0	9.607070804111827e-05	0.0	0
ENST00000395076	9	140116	1	47622	0.9246353322528365	8807	0.9146141215106732	1114	104	49867	6	1149	41636	0.0	0.9695387293298521	3.9448279963432165	0.0	0.0024978384090690747	0.0	0
ENST00000395076	9	16897	1	106619	0.5746192893401015	43779	0.9928571428571428	1112	8	49867	6	1149	41636	0.00685	0.9677980852915579	4.64126583718984	0.0	0.00019214141608223654	0.0	0
ENST00000468695	2	122042	1	50634	0.4228934817170111	30085	0.9851851851851852	532	8	29765	7	540	28164	0.0125	0.9851851851851852	4.478350015827675	0.0	0.000284050560999858	0.0	0
ENST00000305264	7	552066	2	23883	0.7503105590062111	10919	0.94375	604	36	15969	15	1287	14036	0.00825	0.4693084693084693	4.0381828659906605	0.3010299956639812	0.002564833285836421	0.0	0
ENST00000305264	7	828107	1	18596	0.8532934131736527	4889	0.8532934131736527	570	98	15969	15	1287	14036	0.0	0.4428904428904429	3.6892200372638357	0.0	0.006982046166999145	0.0	0
ENST00000305264	7	448853	1	26936	0.9182968929804372	11403	0.9182968929804372	798	71	15969	15	1287	14036	0.0	0.62004662004662	4.057019124322766	0.0	0.0050584212026218295	0.0	0
ENST00000305264	7	566565	1	23515	0.97265625	11388	0.97265625	747	21	15969	15	1287	14036	0.0	0.5804195804195804	4.056447458474917	0.0	0.0014961527500712453	0.0	0
ENST00000305264	7	608173	1	22541	0.9587458745874587	4673	0.9587458745874587	581	25	15969	15	1287	14036	0.0	0.45143745143745145	3.6695957810243134	0.0	0.001781134226275292	0.0	0
ENST00000535366	22	100923	1	54916	0.9470817120622568	6995	0.9720447284345048	1217	35	8490	11	1305	5663	0.0	0.9325670498084291	3.8447877188278463	0.0	0.006180469715698393	0.0	0
ENST00000535366	22	252202	1	36199	0.9600818833162744	5754	0.9600818833162744	938	39	8490	11	1305	5663	0.0	0.7187739463601532	3.759969857554307	0.0	0.00688680911177821	0.0	0
ENST00000535366	22	39988	1	76429	0.5549258936355711	6961	0.5563811188811189	1273	1015	8490	11	1305	5663	0.0	0.9754789272030652	3.8426716337607885	0.0	0.1792336217552534	0.0	0
ENST00000535366	22	70702	1	62944	0.9619771863117872	6995	0.9867394695787832	1265	17	8490	11	1305	5663	0.0	0.9693486590038314	3.8447877188278463	0.0	0.0030019424333392196	0.0	0
ENST00000535366	22	163437	1	44326	0.8888888888888888	7079	0.9873873873873874	1096	14	8490	11	1305	5663	0.0	0.8398467432950192	3.8499719123288503	0.0	0.002472187886279357	0.0	0
ENST00000535366	22	720902	1	20306	0.923529411764706	6601	0.9797191887675508	628	13	8490	11	1305	5663	0.0	0.4812260536398467	3.819609732751585	0.0	0.0022956030372594033	0.0	0
ENST00000535366	22	277732	1	34596	0.9229144667370645	5971	0.9625550660792952	874	34	8490	11	1305	5663	0.0	0.6697318007662836	3.7760470711817797	0.0	0.006003884866678439	0.0	0
ENST00000535366	22	191058	1	41248	0.9520795660036168	6600	0.9813606710158436	1053	20	8490	11	1305	5663	0.0	0.8068965517241379	3.8195439355418688	0.0	0.0035316969803990818	0.0	0
ENST00000535366	22	88793	1	57727	0.957165109034268	6999	0.9871485943775099	1229	16	8490	11	1305	5663	0.0	0.9417624521072797	3.845035993513415	0.0	0.0028253575843192654	0.0	0
ENST00000535366	22	81058	1	59794	0.9627092846270928	6995	0.9875097580015612	1265	16	8490	11	1305	5663	0.0	0.9693486590038314	3.8447877188278463	0.0	0.0028253575843192654	0.0	0
ENST00000535366	22	1045155	1	15953	0.9678068410462776	5993	0.9678068410462776	481	16	8490	11	1305	5663	0.0	0.3685823754789272	3.777644277696485	0.0	0.0028253575843192654	0.0	0
ENST00000535366	22	215390	1	38968	0.9413067552602437	5972	0.9826589595375722	850	15	8490	11	1305	5663	0.0	0.6513409961685823	3.776119799052988	0.0	0.002648772735299311	0.0	0
ENST00000535366	22	653789	1	21577	0.9753979739507959	4438	0.9753979739507959	674	17	8490	11	1305	5663	0.0	0.5164750957854406	3.6471872978959894	0.0	0.0030019424333392196	0.0	0
ENST00000535366	22	141596	1	47405	0.9537275064267352	6975	0.9858281665190434	1113	16	8490	11	1305	5663	0.0	0.8528735632183908	3.8435442119456353	0.0	0.0028253575843192654	0.0	0
ENST00000535366	22	528768	1	24482	0.989247311827957	3162	0.989247311827957	552	6	8490	11	1305	5663	0.0	0.42298850574712643	3.49996186559619	0.0	0.0010595090941197245	0.0	0
ENST00000535366	22	292198	1	33765	0.9394618834080718	6612	0.9858823529411764	838	12	8490	11	1305	5663	0.0	0.6421455938697318	3.82033284489941	0.0	0.002119018188239449	0.0	0
ENST00000535366	22	46085	1	72858	0.6447566482689413	6982	0.6516227180527383	1285	687	8490	11	1305	5663	0.0	0.9846743295019157	3.84397984447816	0.0	0.12131379127670845	0.0	0
ENST00000535366	22	71125	1	62793	0.9619771863117872	6995	0.9867394695787832	1265	17	8490	11	1305	5663	0.0	0.9693486590038314	3.8447877188278463	0.0	0.0030019424333392196	0.0	0
ENST00000535366	22	117011	1	51570	0.95873786407767	6974	0.986677768526228	1185	16	8490	11	1305	5663	0.0	0.9080459770114943	3.843481943039958	0.0	0.0028253575843192654	0.0	0
ENST00000427715	3	1040842	1	15997	0.7792642140468228	24085	0.7792642140468228	699	198	225764	11	963	220334	0.0	0.7258566978193146	4.381746650650453	0.0	0.0008986357076075413	0.0	0
ENST00000368174	5	1001439	1	16410	0.9727891156462584	2968	0.9727891156462584	858	24	10898	6	1044	8694	0.0	0.8218390804597702	3.4724638966069894	0.0	0.0027605244996549345	0.0	0
ENST00000368174	5	1093408	1	15493	0.9432918395573996	2968	0.9432918395573996	682	41	10898	6	1044	8694	0.0	0.6532567049808429	3.4724638966069894	0.0	0.004715896020243846	0.0	0
ENST00000358763	18	517352	1	24790	0.7502738225629791	28068	0.7594654788418709	682	216	545821	14	1743	542695	0.0	0.3912794033275961	4.448211467856778	0.0	0.00039801361722514487	0.0	0
ENST00000377572	5	258898	2	35759	0.8495754144763445	44952	0.6395222584147665	1178	664	11544	8	1338	8657	0.0	0.8804185351270553	4.652749019086843	0.3010299956639812	0.07670093565900428	0.0	0
ENST00000377572	5	897626	1	17637	0.9109090909090908	1339	0.9226519337016574	501	42	11544	8	1338	8657	0.0	0.3744394618834081	3.126780577012009	0.0	0.004851565207346656	0.0	0
ENST00000377572	5	875816	2	17925	0.9236768802228412	44948	0.798708288482239	742	187	11544	8	1338	8657	0.0	0.554559043348281	4.652710372191876	0.3010299956639812	0.021601016518424398	0.0	0
ENST00000377572	5	897419	1	17640	0.9331243469174504	7088	0.6572622779519331	629	328	11544	8	1338	8657	0.0	0.4701046337817638	3.8505237088789945	0.0	0.037888414000231026	0.0	0
ENST00000392562	45	77778	1	60738	0.6224156692056583	12792	0.9845094664371772	572	9	87411	6	654	83682	0.0	0.8746177370030581	4.106938450738178	0.0	0.00010755001075500108	0.0	0
ENST00000392562	45	116893	1	51594	0.6104910714285714	12792	0.9891500904159132	547	6	87411	6	654	83682	0.0	0.8363914373088684	4.106938450738178	0.0	7.170000717000071e-05	0.0	0
ENST00000234739	5	87857	1	57962	0.98105948505475	11909	0.98105948505475	3315	64	84716	10	4281	78527	0.0	0.7743517869656622	4.0758752952598325	0.0	0.0008150063035643791	0.0	0
ENST00000648594	18	115272	1	51897	0.7963224893917963	13179	0.987719298245614	563	7	75850	6	576	65252	0.0	0.9774305555555556	4.119882457984983	0.0	0.00010727640532090971	0.0	0
ENST00000648594	18	172808	1	43174	0.5384615384615384	14516	0.9871794871794872	539	7	75850	6	576	65252	0.0	0.9357638888888888	4.161846959528519	0.0	0.00010727640532090971	0.0	0
ENST00000648594	18	592197	1	22905	0.5319148936170213	5102	1.0	275	0	75850	6	576	65252	0.0	0.4774305555555556	3.7077404542737713	0.0	0.0	0.0	0
ENST00000648594	18	27849	1	86835	0.3511680482290881	10687	0.9852008456659621	466	7	75850	6	576	65252	0.0	0.8090277777777778	4.028855809390444	0.0	0.00010727640532090971	0.0	0
ENST00000648594	18	437301	1	27335	0.5955249569707401	13273	0.9774011299435028	346	8	75850	6	576	65252	0.0	0.6006944444444444	4.122969094393747	0.0	0.00012260160608103967	0.0	0
ENST00000305031	36	68229	1	63765	0.9812903225806452	1561	0.9812903225806452	1521	29	282170	3	2649	278313	0.0	0.5741789354473387	3.1934029030624176	0.0	0.00010419922892570594	0.0	0
ENST00000328224	14	824643	1	18646	1.0	1241	1.0	746	0	7301	2	1962	3111	0.0	0.38022426095820594	3.09377178149873	0.0	0.0	0.0	0
ENST00000328224	14	127795	1	49650	1.0	1205	1.0	1158	0	7301	2	1962	3111	0.0	0.5902140672782875	3.080987046910887	0.0	0.0	0.0	0
ENST00000328224	14	81572	1	59658	1.0	1338	1.0	1283	0	7301	2	1962	3111	0.0	0.6539245667686034	3.1264561134318045	0.0	0.0	0.0	0
ENST00000328224	14	94651	1	56326	1.0	1204	1.0	1154	0	7301	2	1962	3111	0.0	0.5881753312945973	3.0806264869218056	0.0	0.0	0.0	0
ENST00000328224	14	1137041	1	15103	1.0	765	1.0	693	0	7301	2	1962	3111	0.0	0.3532110091743119	2.8836614351536176	0.0	0.0	0.0	0
ENST00000328224	14	77215	1	60921	1.0	1345	1.0	1294	0	7301	2	1962	3111	0.0	0.6595310907237513	3.128722284338427	0.0	0.0	0.0	0
ENST00000328224	14	81602	1	59649	1.0	1341	1.0	1290	0	7301	2	1962	3111	0.0	0.6574923547400612	3.127428777851599	0.0	0.0	0.0	0
ENST00000328224	14	156835	1	45208	1.0	1231	1.0	1128	0	7301	2	1962	3111	0.0	0.5749235474006116	3.090258052931316	0.0	0.0	0.0	0
ENST00000328224	14	89516	1	57564	1.0	1252	1.0	1222	0	7301	2	1962	3111	0.0	0.6228338430173292	3.097604328874411	0.0	0.0	0.0	0
ENST00000360700	6	66229	1	64466	0.9973794549266248	16548	0.9973794549266248	1903	5	28598	10	2424	23754	0.0	0.7850660066006601	4.2187455122234745	0.0	0.00021049086469647217	0.0	0
ENST00000360700	6	52211	1	69965	0.9568627450980391	16550	0.9568627450980391	2196	99	28598	10	2424	23754	0.0	0.905940594059406	4.218797998111738	0.0	0.004167719120990149	0.0	0
ENST00000360700	6	99730	1	55183	0.8253790005614823	7467	0.8253790005614823	1470	311	28598	10	2424	23754	0.0	0.6064356435643564	3.8731461513282555	0.0	0.01309253178412057	0.0	0
ENST00000360700	6	98632	1	55434	0.8934807916181606	7462	0.8934807916181606	1535	183	28598	10	2424	23754	0.0	0.6332508250825083	3.87285524470481	0.0	0.007703965647890882	0.0	0
ENST00000647789	14	601083	1	22702	0.9091928251121076	6105	0.9183673469387756	810	72	15215	9	1095	12795	0.0	0.7397260273972602	3.7856856682809013	0.0	0.005627198124267292	0.0	0
ENST00000647789	14	364865	1	30225	0.9837398373983741	6055	0.9906213364595544	845	8	15215	9	1095	12795	0.0	0.771689497716895	3.782114147479071	0.0	0.0006252442360296991	0.0	0
ENST00000647789	14	198030	1	40552	0.9736603088101726	9088	0.9816849816849816	1072	20	15215	9	1095	12795	0.0	0.9789954337899544	3.958468318366944	0.0	0.0015631105900742479	0.0	0
ENST00000647789	14	138195	1	47922	0.7491479209270621	9086	0.7498286497601097	1094	365	15215	9	1095	12795	0.0	0.9990867579908675	3.9583727324786073	0.0	0.028526768268855023	0.0	0
ENST00000647789	14	315187	1	32554	0.9651162790697676	6049	0.9671261930010604	912	31	15215	9	1095	12795	0.0	0.8328767123287671	3.7816835845073506	0.0	0.002422821414615084	0.0	0
ENST00000647789	14	545890	1	24040	0.9701298701298702	6053	0.9777195281782438	746	17	15215	9	1095	12795	0.0	0.6812785388127854	3.781970673912552	0.0	0.0013286440015631107	0.0	0
ENST00000647789	14	148625	1	46351	0.7797527047913446	6076	0.7780373831775701	999	285	15215	9	1095	12795	0.0	0.9123287671232877	3.7836177651907485	0.0	0.022274325908558032	0.0	0
ENST00000647789	14	531940	1	24398	0.9899497487437184	2803	0.9882747068676716	590	7	15215	9	1095	12795	0.0	0.5388127853881278	3.447623097760286	0.0	0.0005470887065259867	0.0	0
ENST00000647789	14	345179	1	31109	0.9763313609467456	6063	0.9737156511350059	815	22	15215	9	1095	12795	0.0	0.7442922374429224	3.7826875682349663	0.0	0.0017194216490816726	0.0	0
ENST00000647789	14	361312	1	30383	0.9768421052631578	6050	0.9799154334038056	927	19	15215	9	1095	12795	0.0	0.8465753424657534	3.781755374652469	0.0	0.0014849550605705354	0.0	0
ENST00000647789	14	458176	1	26617	0.9612903225806452	6042	0.96	744	31	15215	9	1095	12795	0.0	0.6794520547945205	3.7811807209372614	0.0	0.002422821414615084	0.0	0
ENST00000647789	14	352513	1	30776	0.9597765363128492	6060	0.9694915254237289	858	27	15215	9	1095	12795	0.0	0.7835616438356164	3.782472624166286	0.0	0.0021101992966002345	0.0	0
ENST00000647789	14	876073	1	17922	0.9982668977469672	2800	0.9965337954939342	575	2	15215	9	1095	12795	0.0	0.5251141552511416	3.4471580313422194	0.0	0.00015631105900742478	0.0	0
ENST00000648172	5	71666	1	62618	0.9022222222222224	13558	0.8997530864197529	1822	203	32673	22	2304	25838	0.0	0.7907986111111112	4.132195629573424	0.0	0.007856645251180431	0.0	0
ENST00000648172	5	33442	1	81068	0.6734845667534399	13474	0.6734845667534399	1811	878	32673	22	2304	25838	0.0	0.7860243055555556	4.12949654301666	0.0	0.03398095827850453	0.0	0
ENST00000022615	12	859255	1	18149	0.9724025974025974	11239	0.9724025974025974	599	17	14058	10	852	12640	0.0	0.7030516431924883	4.0507276712150535	0.0	0.0013449367088607595	0.0	0
ENST00000022615	12	355709	1	30626	0.9117291414752116	10467	0.9895013123359581	754	8	14058	10	852	12640	0.0	0.8849765258215962	4.019822224167774	0.0	0.0006329113924050633	0.0	0
ENST00000022615	12	265086	1	35368	0.7788018433179723	11353	0.8276199804113614	845	176	14058	10	852	12640	0.0	0.9917840375586855	4.055110637854146	0.0	0.013924050632911392	0.0	0
ENST00000022615	12	24483	1	91765	0.6572769953051644	11690	0.9836065573770492	840	14	14058	10	852	12640	0.0	0.9859154929577465	4.06781451116184	0.0	0.0011075949367088608	0.0	0
ENST00000022615	12	1054428	1	15862	0.6246056782334385	3866	0.927400468384075	396	31	14058	10	852	12640	0.0	0.4647887323943662	3.5872618496925344	0.0	0.0024525316455696203	0.0	0
ENST00000022615	12	302124	1	33225	0.6274206041828039	11239	0.6274206041828039	810	481	14058	10	852	12640	0.0	0.9507042253521126	4.0507276712150535	0.0	0.03805379746835443	0.0	0
ENST00000022615	12	40239	1	76275	0.6506024096385542	11691	0.9866017052375152	810	11	14058	10	852	12640	0.0	0.9507042253521126	4.0678516605123525	0.0	0.000870253164556962	0.0	0
ENST00000022615	12	25894	1	89623	0.6372549019607843	14021	0.9894613583138172	845	9	14058	10	852	12640	0.00015	0.9917840375586855	4.146778989307833	0.0	0.0007120253164556962	0.0	0
ENST00000022615	12	921831	1	17334	0.9927927927927928	6752	0.9927927927927928	551	4	14058	10	852	12640	0.0	0.6467136150234741	3.8294324336175984	0.0	0.00031645569620253165	0.0	0
ENST00000022615	12	109082	1	53166	0.5808124459809854	11687	0.9056603773584906	672	70	14058	10	852	12640	0.0	0.7887323943661971	4.067703044040066	0.0	0.005537974683544304	0.0	0
ENST00000022615	12	369053	1	30047	0.5085995085995086	11661	0.9695550351288056	414	13	14058	10	852	12640	0.0	0.4859154929577465	4.066735795350929	0.0	0.001028481012658228	0.0	0
ENST00000375281	8	761858	1	19614	1.0	499	1.0	479	0	2742	2	1197	695	0.0	0.40016708437761067	2.6981005456233897	0.0	0.0	0.0	0
ENST00000375281	8	937813	1	17138	0.8918669131238447	1235	0.8918669131238447	965	117	2742	2	1197	695	0.0	0.8061821219715957	3.0916669575956846	0.0	0.1683453237410072	0.0	0
ENST00000375281	8	931524	1	17215	0.8920664206642066	1235	0.8920664206642066	967	117	2742	2	1197	695	0.0	0.8078529657477026	3.0916669575956846	0.0	0.1683453237410072	0.0	0
ENST00000375281	8	567561	1	23491	1.0	776	1.0	728	0	2742	2	1197	695	0.0	0.6081871345029239	2.8898617212581885	0.0	0.0	0.0	0
ENST00000375281	8	408414	1	28415	1.0	1073	1.0	1012	0	2742	2	1197	695	0.0	0.8454469507101086	3.030599721965951	0.0	0.0	0.0	0
ENST00000249389	3	670515	1	21246	0.9260523321956771	2076	0.9260523321956771	814	65	3300	5	1047	2204	0.0	0.7774594078319007	3.31722734917642	0.0	0.029491833030852996	0.0	0
ENST00000259241	9	307996	1	32920	0.9554937413073712	723	0.9554937413073712	687	32	53389	2	1236	49166	0.0	0.5558252427184466	2.859138297294531	0.0	0.0006508562827970549	0.0	0
ENST00000259241	9	487251	1	25679	0.5520716685330347	1673	0.9899598393574296	493	5	53389	2	1236	49166	0.0084	0.3988673139158576	3.2234959409623944	0.0	0.00010169629418703982	0.0	0
ENST00000259241	9	484256	1	25772	0.9966611018363941	601	0.9966611018363941	597	2	53389	2	1236	49166	0.0	0.4830097087378641	2.7788744720027396	0.0	4.067851767481593e-05	0.0	0
ENST00000259241	9	524632	1	24592	0.4700944386149003	1066	1.0	448	0	53389	2	1236	49166	0.0126	0.36245954692556637	3.0277572046905536	0.0	0.0	0.0	0
ENST00000368457	2	10041	1	131746	0.4249534450651769	4529	0.999124343257443	1141	1	4757	3	1221	1577	0.0	0.9344799344799345	3.656002320682957	0.0	0.0006341154090044388	0.0	0
ENST00000246071	11	800765	1	19004	0.8820224719101124	9289	0.8836772983114447	471	62	12539	7	678	10128	0.0	0.6946902654867256	3.9679689628786923	0.0	0.006121642969984202	0.0	0
ENST00000246071	11	947603	1	17023	0.995850622406639	9301	0.9979209979209979	480	1	12539	7	678	10128	0.0	0.7079646017699115	3.9685296443748395	0.0	9.873617693522907e-05	0.0	0
ENST00000246071	11	287643	1	34019	0.7131474103585658	9539	0.9889502762430941	537	6	12539	7	678	10128	0.0	0.7920353982300885	3.9795028487874013	0.0	0.0005924170616113745	0.0	0
ENST00000246071	11	108068	1	53375	0.752	9532	0.9894736842105264	658	7	12539	7	678	10128	0.0	0.9705014749262537	3.9791840336744184	0.0	0.0006911532385466035	0.0	0
ENST00000246071	11	894226	1	17682	0.9876543209876544	9305	0.9979209979209979	480	1	12539	7	678	10128	0.0	0.7079646017699115	3.968716377466786	0.0	9.873617693522907e-05	0.0	0
